"code","provider","code_en","text","text_en","refs"
"具体性の乏しさ","AI","Lack of specificity","- AI_04_008:フィードバックの長さはあるが、具体性がない印象です。良い点は画像検査について学習を促している点です。改善点は具体性がない点です。","- AI_04_008:The feedback is long, but the impression is that it lacks concreteness. The good points are that it encourages learning about imaging tests. The points that need improvement are that it lacks concreteness.","AI_04_008"
"具体性の欠如","AI","lack of specificity","- AI_06_040:実習記録についてのフィードバックが行われている。詳細に記述を推奨しているが、どの部分が足りないのか漠然としていて不明瞭である。","- AI_06_040:Feedback is given on the practical training record. Although the learner is encouraged to write in detail, it is unclear which parts are lacking.","AI_06_040"
"具体性の欠如","supervisor","lack of concreteness","- SU_13_163:実習を一緒に経験していた様子が窺える人間的なコメント良い点：応援するメッセージがあり、支持的である。改善点：実習面、記録面ともに具体的なフィードバックはない。
- SU_14_005:自主的な勉強が必要であるという改善点を示している。改善すべき点としては、自主的な勉強を具体的にどうしたら良いかについては言及されていないので、その指摘があるともっと改善に取り組みやすいと感じた。
- SU_15_018:学生の記載を踏まえた丁寧なフィードバックである印象。具体的な医療行為・医療機器の使用方法についての確認を促している点が、実臨床においても役立つことを見据えたフィードバックとしてよいと感じた。学生は、手技や発表技術など、具体的な技術に関して繰り返し言及しており、そのような点に対しても具体的なフィードバックがあると更によいと思う。
- SU_15_020:最低限の簡潔なフィードバックである印象。記録に対する感謝と激励は十分に感じられるが、もう少し具体的なフィードバックがあると望ましいと思われる。
- SU_15_026:支援的、概略的なフィードバックである印象。具体性のある内容に乏しいため、もう少し学生記録の詳細な内容にも言及するとよいのではないか。
- SU_15_027:簡潔ながら必要な事項が含まれたフィードバックである印象。学習課題を提示しつつ、今後の実習の方向付けも行っており、要点を押さえている。学生記録の内容、特に学生からの問いかけに対して、具体的な応答がなされているとより良いかもしれない。
- SU_15_028:簡潔で支援的なフィードバックである印象。励まし、ねぎらいの言葉が中心となっており、学習への意欲を維持する面ではよいフィードバックであるが、より具体的な内容に対する言及があると一層よいと感じる。
- SU_15_033:極めて簡潔なフィードバックである。実習記録あるいは実習内容に対する具体的な言及がないため、何らかの形でフィードバックすることが望ましい。
- SU_16_035:内容が漠然としているため、具体性には欠ける内容である印象。学生の実習に対する積極的態度を評価している点で良いと感じた。一方で、もう少し具体的な課題の指摘や改善方法を示唆する助言があればより良いと考える。
- SU_16_036:重要な示唆を含んでいるが、やや抽象的な印象。診察技能の習得が実臨床で非常に重要であることを示唆しており、学習的な内容になっている点が良い。一方で改善方法に関しては抽象的であり、学生にとっては少々不親切である。より詳細なフィードバックになると良いと考える。
- SU_16_038:学生に対してフィードバックしようという意識があまり感じられない。もっと具体的に記載して欲しい。
- SU_21_120:大半が実習で学生に行わせた内容の確認になっている。また、適切と評価しているが、具体的内容が欠けている。臨床的な内容について触れている。
- SU_21_123:具体的な学生への評価やフィードバックがない。学生へのコメントになっている。
- SU_21_126:学生への具体的な評価が行われていない。学生の今後の学びのための改善点やアドバイスが欠如している。
- SU_21_128:具体的に何を評価しているのかフィードバックがない。短い。
- SU_21_129:具体的に何を評価しているのかフィードバックがない。短い。
- SU_21_130:具体的なフィードバックを行っていない。事務的な連絡が行われている。具体的に実習内容や記録に関してのフィードバックを行う方がよい。
- SU_21_131:評価が全くなされていない。学生への改善点等のフィードバックがなされていない","- SU_13_163:Humane comments that give the impression that the tutor was experiencing the training together with the learner. Good points: There is a supportive message, and it is supportive. Improvement points: There is no specific feedback on either the training or the record.
- SU_14_005:The feedback points out that independent study is necessary. As the feedback does not mention how to do independent study in concrete terms, I felt that it would be easier to make improvements if this point was also mentioned.
- SU_15_018:The impression is that it is careful feedback based on the student's comments. The fact that it encourages the student to check the specific medical procedures and how to use medical equipment is good as it is feedback that takes into account that this will also be useful in actual clinical practice. The student repeatedly mentions specific techniques such as procedures and presentation skills, so it would be even better if there was specific feedback on these points too.
- SU_15_020:The impression is that the feedback is brief and minimal. The gratitude and encouragement for the record is fully felt, but it would be desirable to have more specific feedback.
- SU_15_026:The impression is that the feedback is supportive and general. As it lacks specific content, it would be better if it also referred to the details of the student record.
- SU_15_027:The impression is that the feedback is concise but includes the necessary points. It presents the learning tasks and also provides direction for future practical training, so it hits the main points. It would be better if there were more specific responses to the content of the student records, especially to the questions from the students.
- SU_15_028:The impression is that the feedback is concise and supportive. It mainly consists of words of encouragement and praise, so it is good feedback in terms of maintaining motivation for learning, but it would be even better if there were more specific content.
- SU_15_033:It is extremely concise feedback. As there is no specific reference to the practice record or the content of the practice, it would be better if some form of feedback was given.
- SU_16_035:The content is vague, so it lacks concreteness. I think it is good that it evaluates the students' positive attitude towards the practical training. On the other hand, I think it would be better if there were more specific suggestions for improvement and advice on how to improve.
- SU_16_036:It contains important suggestions, but it seems a little abstract. It suggests that acquiring examination skills is very important in real clinical practice, so I think it is good that it is educational content. On the other hand, the suggestions for improvement are a little abstract, so it is a little unfriendly to students. I think it would be better if the feedback was more detailed.
- SU_16_038:I don't feel that there is much of an awareness of giving feedback to students. I would like it to be more specific.
- SU_21_120:Most of the feedback is confirmation of the content that the students were asked to do in the practical training. Also, although it is evaluated as appropriate, it lacks specific content. It touches on clinical content.
- SU_21_123:There was no specific evaluation or feedback for the students. It was more like a comment to the students.
- SU_21_126:There was no specific evaluation of the student. There was a lack of advice and suggestions for how the student could improve their learning in the future.
- SU_21_128:There was no feedback on what was specifically evaluated. It was short.
- SU_21_129:There was no feedback on what was specifically evaluated. It was short.
- SU_21_130:No specific feedback was given. Administrative contact was made. It would be better to give specific feedback on the content of the practical training and the records.
- SU_21_131:No evaluation was given at all. No feedback was given to the students on areas for improvement, etc.","SU_13_163, SU_14_005, SU_15_018, SU_15_020, SU_15_026, SU_15_027, SU_15_028, SU_15_033, SU_16_035, SU_16_036, SU_16_038, SU_21_120, SU_21_123, SU_21_126, SU_21_128, SU_21_129, SU_21_130, SU_21_131"
"具体的で分りやすい助言","AI","specific, easy-to-understand advice","- AI_10_103:・個々の改善点については非常に分かりやすい。・この実習全体を通しての目標についてはこのフィードバックのみでは理解できない。ただし、この不足点は学生の記録が乏しいことの結果かもしれない。
- AI_10_104:記録がない日＝実習がない日、という印象を与えるフィードバック。この正否は当方では理解できないが、正確でない可能性がある。その他の改善点についてはよく書けている。","- AI_10_103:・The points for improvement for each individual are very easy to understand. ・The goal for this practical training as a whole cannot be understood from this feedback alone. However, this lack of detail may be the result of the student's lack of records.
- AI_10_104:The feedback gives the impression that days without records = days without practice. We cannot understand the correctness or otherwise of this, but it is possible that it is not accurate. The other points for improvement are well written.","AI_10_103, AI_10_104"
"具体的で詳細な助言","AI","concrete and detailed advice","- AI_15_031:実習記録に即したフィードバックである印象。実習記録の改善すべき点について、具体例を挙げつつ詳細に言及している点がよいと感じる。","- AI_15_031:The impression is that the feedback is tailored to the clinical clerkship logs. I think it is good that the points that need to be improved in the clinical practice record are mentioned in detail, with specific examples given.","AI_15_031"
"具体的なフィードバック","AI","Specific feedback","- AI_06_037:記載についての具体的なフィードバックがある。","- AI_06_037:There is specific feedback on the recording.","AI_06_037"
"具体的な助言","AI","Concrete advice","- AI_05_031:良い点：具体的かつ文量が多い。改善点：「具体的に書くとよい」という助言しかしてない。
- AI_08_070:1つ1つのフィードバックが具体的で、医学生の学習・記録のステップアップを促すものであると感じた。
- AI_08_072:非常に具体的なアドバイスを含むフィードバックであり、良いと思う。
- AI_08_078:アドバイスは具体的で分かりやすく、良いフィードバックと思う。
- AI_08_080:具体的なアクションプランを提案しており、非常に良いフィードバックと思う。
- AI_08_082:アドバイスが具体的に示されており、良いフィードバックと思う。
- AI_09_086:分量が多く、具体的です。記載方法は古典的なP-N-Pの方式で書かれています。ただ、基本的にはログの記載方法についてのフィードバックであり、必ずしも学生の行動変容をきたすものではないように思います
- AI_09_095:ポートフォリオにそったフィードバックがされています。フィードバック内容も具体的です。
- AI_09_096:記載内容について肯定的なコメントがされ、具体的なフィードバックがされていますが、内容はポートフォリオの書き方に偏っているようにも思われます
- AI_09_100:具体的なFBがされていますがポートフォリオの書き方に主眼がおかれているようです
- AI_11_119:改善案まで含めて記載されているので学生から見て次になすべきことはわかりやすいと思われる。ただ、「スライド作成を頑張る」は本当にデザインなどに焦点を当てるべきなのか（内容を再検討とか、もっと論文を引用するべきと思ったなど）は疑問に思え、適切なフィードバックであるのかどうかは実習の様子によって変わりそうに思った。
- AI_12_141:「簡潔にまとめられている」という表現は無理があると思う。しかしながら、具体的な指示コメントは具体的で適切だと思う。
- AI_12_144:具体的に提案している課題は的確でいいと思う。ただ、「継続的に記載している点が素晴らしい」という評価は、少し無理があるのではないかと思う。
- AI_15_020:記録内容に即した肯定的なフィードバックである印象。さらに深く探究すべき項目を具体的に列挙してフィードバックしている点はよいと感じた。一方で、着目している点が学術的、あるいは臨床的にみてそれほど重要な点とは思えず、他に提案すべきものがあるのでは…と感じる。
- AI_15_021:実習記録に対して丁寧なフィードバックがなされている印象。具体的な改善案を提案している点はよいと感じるが、低血糖の治療の適応基準や治療根拠が（他の内容と比較して）それほど重要な点とは思えず、医学的な知識が欠落した指摘をしているように感じる。
- AI_15_022:実習記録に即したフィードバックである印象。具体的な改善案について言及している点はよいと感じた。一方で、「ゲフリールの工程」に着目したフィードバックは、「呼吸器外科における臨床実習記録」としてはやや疑問を感じる内容である。
- AI_16_043:具体的で分かりやすいフィードバック。学生がすぐに実行できるフィードバックになっている点が良い。一方で記載に一部不自然な点があることや、中長期的なフィードバックが少ない点が残念。
- AI_16_051:丁寧かつ詳細なフィードバックがされている印象。記載内容の改善策について具体的に例示しながら示している点が良い。一方で文章量に対して改行がなく、読みにくい点が改善できるとなお良い。","- AI_05_031:Good points: Specific and with a lot of text. Points for improvement: The only advice given is “It would be good to write in more detail”.
- AI_08_070:I felt that the feedback was very specific and encouraged medical students to improve their study and record-keeping.
- AI_08_072:I think the feedback was very specific and good.
- AI_08_078:The advice is specific and easy to understand, so I think it is good feedback.
- AI_08_080:I think it is very good feedback because it proposes a concrete action plan.
- AI_08_082:I think it is good feedback because the advice is given in a concrete way.
- AI_09_086:It is very specific and detailed. It is written in the classic P-N-P format. However, it is basically feedback on how to write a log, and I don't think it necessarily leads to changes in the student's behavior.
- AI_09_095:The feedback is in line with the portfolio. The feedback is also specific.
- AI_09_096:The content of the feedback is positive, and specific, but it seems to focus on how to write the portfolio
- AI_09_100:Although specific feedback is given, it seems that the main focus is on how to write a portfolio.
- AI_11_119:It also includes a suggestion for improvement, so it seems easy for the student to understand what they should do next. However, I wonder whether “work hard on creating slides” should really focus on things like design (I thought they should reconsider the content or cite more papers, etc.), and I think that whether it is appropriate feedback or not may depend on the state of the training.
- AI_12_141:I think the expression “summarized concisely” is a bit of a stretch. However, I think the specific instructions and comments are specific and appropriate.
- AI_12_144:I think the specific issues being proposed are accurate and good. However, I think the evaluation that “the fact that it is continuously written is wonderful” is a little unreasonable.
- AI_15_020:The impression is that the feedback is positive and in line with the content of the record. The fact that the feedback specifically lists items that should be explored in more depth is good. On the other hand, the points that are being focused on do not seem to be that important from an academic or clinical perspective, and I feel that there are other things that should be suggested.
- AI_15_021:The impression is that the feedback is very detailed and thorough. I think it is good that specific improvement suggestions are being made, but I don't think that the criteria for treatment of hypoglycemia and the rationale for treatment are that important (compared to the other content), and I feel that the points being made lack medical knowledge.
- AI_15_022:The impression is that the feedback is based on the practical training record. The fact that it mentions specific improvement plans is good. On the other hand, the feedback that focuses on the “Gefir process” is a little questionable as “clinical practical training record in respiratory surgery”.
- AI_16_043:Concrete and easy-to-understand feedback. The fact that the feedback is something that students can put into practice straight away is good. On the other hand, it is a shame that some of the descriptions are unnatural and there is not much medium- to long-term feedback.
- AI_16_051:The impression is that polite and detailed feedback is given. It is good that the points for improvement in the content are given with specific examples. On the other hand, it would be better if the text could be improved so that there are no line breaks for the amount of text and it is easier to read.","AI_05_031, AI_08_070, AI_08_072, AI_08_078, AI_08_080, AI_08_082, AI_09_086, AI_09_095, AI_09_096, AI_09_100, AI_11_119, AI_12_141, AI_12_144, AI_15_020, AI_15_021, AI_15_022, AI_16_043, AI_16_051"
"具体的な助言","supervisor","Specific advice","- SU_08_084:医学生の特性にも触れて褒めており、この学生をよく観察している指導医のフィードバックと感じた。アドバイスも具体的で良いと思う。","- SU_08_084:The feedback touched on the characteristics of the medical student and praised them, so I felt it was the feedback of a supervising doctor who had observed the student closely. I think the advice was also specific and good.","SU_08_084"
"具体的な指摘","AI","Specific points for improvement","- AI_04_001:優しい指導者である印象を受けます。改善点について具体例を挙げて記載していることから、医学生の学習に非常に役立つと考えます。改善点は特にありません。
- AI_04_003:まず記録を記載したことについて褒めて伸ばそうとしている印象を受けた。良い点として、どのような記載にすれば学習になり、目標設定することができるか具体的な記載がある点。大きく改善すべき点はないように思う。
- AI_04_005:改善点が多く羅列されている印象。良い点として改善すべきところの具体性を記載していたこと。改善点としては具体的な記載例が記載されていたが、医学生としてはハードルが高いように感じられた点。
- AI_05_019:（悪い点）日付が欠けているとの指摘があるが事実ではないように思う。このような誤った記載が一か所でもあると学習者はフィードバックを適切に受け止められない可能性がある。「発表準備開始」を「特定のトピックスや患者について発表準備を行う」と書くように提案する点も、実際フィードバックとしては殆ど意味がない。（良い点）ジストロフィーについて具体的に何について学んだのか書くことを求める際の例は具体的でよい。
- AI_16_045:記載内容について具体的にフィードバックできている。記録の不記載などを適切に指摘できている点が良い。改善策も具体的に示されている。一方で記載に不自然な箇所があるため、より自然な記述になると良い。
- AI_19_092:学生の記録に沿って具体的な指摘がされていると思う。","- AI_04_001:I get the impression that he is a kind and supportive instructor. I think that the fact that he gives specific examples of areas for improvement makes this a very useful resource for medical students. I don't have any specific areas for improvement.
- AI_04_003:I get the impression that he is trying to encourage students by first praising them for writing their records. As a positive point, there are specific descriptions of how to write entries that will help learning and enable goal setting. I don't think there are any major points that need to be improved.
- AI_04_005:The impression was that there were many points listed for improvement. As a good point, the fact that the areas for improvement were described in concrete terms. As points for improvement, there were specific examples given, but as a medical student, I felt that these were too high a hurdle.
- AI_05_019:(Bad point) It has been pointed out that the date is missing, but I don't think that is the case. If there is even one such incorrect entry, there is a possibility that the learner will not be able to properly receive the feedback. The suggestion to write “Start preparing for the presentation” as “Prepare for the presentation on a specific topic or patient” is also of little actual feedback value. (Good point) The example of asking the learner to write about what they specifically learned about dystrophy is good.
- AI_16_045:The feedback is specific about the content of the description. The fact that it is able to point out things like omissions in the records appropriately is good. It also gives specific suggestions for improvement. On the other hand, there are some unnatural parts in the description, so it would be better if it were written in a more natural way.
- AI_19_092:I think that specific points are being made in line with the student's record.","AI_04_001, AI_04_003, AI_04_005, AI_05_019, AI_16_045, AI_19_092"
"具体的な改善点の指摘","AI","Specific points for improvement","- AI_12_133:具体的な改善点を示していること
- AI_12_134:最初にいい点をほめているところ。具体的な改善点を示している所。
- AI_14_002:印象として、良い点、改善点、肯定的な声がけで構成されていて、改善点も明確でわかりやすいと感じた。改善すべき点は記録が順調に付けられていると書いているが、実際には抜けがあり、改善点としてそこを指摘している点が不自然に感じた。
- AI_14_003:具体的な改善点に言及している点は良いと考えた。文章として、素晴らしい仕事というのは不自然に感じた。また、病院内でのやり取りは加味されていないので、コミュニケーションが担当医と良好な学生では、担当医のフィードバックと比べて指摘が浅いように感じた。
- AI_14_004:具体的に何を改善すれば良いのかがわかりやすい。改善点は、1月9日と12日の記載に具体性が欠けていると書いてあるが、9日の記載は具体的に書かれている。
- AI_14_005:具体的な手技の名前を書いた方が良いといった改善点を示せている。改善点は手術の方法についての知識は文献というよりは指導医への質問や教科書で調べるものではないかと感じた。
- AI_14_006:よい点は、毎日書くという簡単にできる改善点を示していること。改善点は、自分の学びを共有する機会を作るとよいというフィードバックがあるが、これは実習記録の改善点とは関係が薄い。
- AI_14_009:少ない記述から改善点を導き出せていることがよい。そのうえで一歩先の改善点にも言及されている。
- AI_14_011:素晴らしい仕事という表現は引っかかるが、他は簡単な改善点が具体的に示されている。
- AI_14_015:お疲れさまでした！あなたの記録は全体的に詳細かつ具体的で、注意深く観察していることがよく分かります。という前置きはクッションとしてはいいが、毎実習書かれているとくどいように感じる。
- AI_14_017:改善すべき点が明確でわかりやすい。
- AI_15_018:学生の記録に忠実に即したフィードバックである印象。学生の記録に対して、肯定的な言葉でフィードバックしている点がよいと感じた。その一方で、学生に対する提案が非現実的かつ臨床実習の実態に全く即しておらず、質のよいフィードバックを生成するための前提となる背景情報が致命的に欠落している。","- AI_12_133:The specific points for improvement are indicated.
- AI_12_134:The part where the good points are praised first. The part where specific points for improvement are indicated.
- AI_14_002:My impression is that it is composed of good points, points that need to be improved, and positive encouragement, and I felt that the points that need to be improved were clear and easy to understand. The report says that the points that need to be improved are being recorded smoothly, but in reality there are omissions, and I felt that the fact that the report points out these omissions as points that need to be improved felt unnatural.
- AI_14_003:I thought that the fact that it mentions specific points that need to be improved was good. As a piece of writing, I felt that the phrase “excellent work” was unnatural. Also, since the interactions within the hospital are not taken into account, I felt that the points raised were less in-depth than the feedback given by the doctor in charge if the communication was good between the doctor and the student.
- AI_14_004:It is easy to understand what exactly needs to be improved. The points for improvement say that the entries for January 9th and 12th lack specificity, but the entry for the 9th is written in detail.
- AI_14_005:The points for improvement suggest that it would be better to write the names of specific techniques. The points for improvement suggest that knowledge of surgical methods should be obtained by asking the supervising doctor or looking them up in a textbook, rather than from literature.
- AI_14_006:The good points are that it shows easy-to-implement improvements that can be made every day. The feedback suggests that it would be good to create opportunities to share what you have learned, but this is not really related to the improvements to be made in the practical training record.
- AI_14_009:It is good that the points for improvement are being derived from the small amount of description. In addition, it also mentions points for improvement that go one step further.
- AI_14_011:The expression “excellent work” is a bit of a turn-off, but the other points for improvement are clearly indicated.
- AI_14_015:Thank you for your hard work! Your record is detailed and specific overall, and it is clear that you are carefully observing. The preface is good as a cushion, but if it is written in every practice book, it feels like it is too wordy.
- AI_14_017:The points that need to be improved are clear and easy to understand.
- AI_15_018:The impression is that the feedback is in line with the student's record. I felt that the feedback was good because it was given in a positive way in response to the student's record. On the other hand, the suggestions for the student are unrealistic and do not match the reality of clinical practice at all, and the background information that is a prerequisite for generating good feedback is critically lacking.","AI_12_133, AI_12_134, AI_14_002, AI_14_003, AI_14_004, AI_14_005, AI_14_006, AI_14_009, AI_14_011, AI_14_015, AI_14_017, AI_15_018"
"具体的な改善点の指摘","supervisor","Pointing out specific points for improvement","- SU_08_071:改善点も具体的で、多すぎないので非常に良いフィードバックと思う。
- SU_08_074:医学生の良い点・改善点について1つずつで良いので指摘してあげると良いと思う。
- SU_15_024:簡潔であるが丁寧なフィードバックである印象。知識の補足に加え、追加で調べる糸口までもが具体的に提示されている。また、抄読会での発表のねぎらいの言葉も含まれており、支援的なフィードバックである。","- SU_08_071:I think the feedback is very good because the points for improvement are specific and not too many.
- SU_08_074:I think it would be good to point out one good point and one point for improvement for the medical student.
- SU_15_024:The impression is that the feedback is concise but polite. In addition to supplementing knowledge, it also specifically presents clues for further research. It also includes words of appreciation for the presentation at the seminar, so it is supportive feedback.","SU_08_071, SU_08_074, SU_15_024"
"具体的な改善点の提示","AI","Presentation of specific points for improvement","- AI_15_033:丁寧なフィードバックである印象。実習記録の内容が不足している点についても具体的に言及しつつ、改善案もしっかりと提示している。
- AI_15_034:実習記録に即したフィードバックである印象。指摘している内容も比較的妥当なものであり、具体的なフィードバックだと感じる。
- AI_16_036:学生の記録内容にの不足している点を明確に指摘しており、改善に役立つ内容となっている印象。具体的にどのように改善する必要があるかわかりやすく例示している点が良い。一方で診察技能に関する具体的な指摘は少なく、より具体的な指摘が欲しい。
- AI_16_037:記録の方法について具体的な改善策を指摘している一方で、記載内容について医学的な視点からのフィードバックは薄い印象。指示は具体的に項目も挙げてあり、分かりやすい。一方で医学的な知見からの指摘がほしい。
- AI_16_038:明確で分かりやすいフィードバックになっている。記録に関する問題点と改善策を具体的に示している点が評価できる。一方で、最初の日しか記録できていないところを、「最初の日から〜」と表現しており若干表現に不自然さが感じられる。この点を改善できるとより良くなると感じる。
- AI_16_040:記載内容に対して具体的にフィードバックがなされている印象。指摘が具体的で理解しやすい。一方で医学的な改善策について具体的な指摘が少ない。医学的な手技などに対する指摘が欲しい。
- AI_16_041:記載内容のフィードバックに終始しており、日々の取り組みに関する記載が少ない印象。記録の記載方法について具体的なフィードバックがなされている点が良い。一方で、発表の内容などを把握できないために、フィードバック内容が記載内容のみに終始してしまっている点が残念である。","- AI_15_033:The impression is that the feedback is polite. It also gives specific suggestions for improvement, while also mentioning the points where the clinical practice record is lacking in detail.
- AI_15_034:The impression is that the feedback is tailored to the clinical practice record. I think it is specific feedback, as the points it raises are relatively valid.
- AI_16_036:The points that are lacking in the students' records are clearly pointed out, and the content is useful for improvement. The fact that it clearly shows how improvements need to be made is good. On the other hand, there are few specific points made about examination skills, and I would like to see more specific points.
- AI_16_037:While specific improvement measures are pointed out regarding the method of recording, there is a lack of feedback from a medical perspective regarding the content of the records. The instructions are specific and easy to understand. On the other hand, I would like to see points made from a medical perspective.
- AI_16_038:The feedback is clear and easy to understand. I can appreciate the fact that the problems with the record and the specific measures for improvement are clearly indicated. On the other hand, the fact that only the first day of the record is indicated, but the expression “from the first day” is used, makes the expression seem a little unnatural. I feel that this point could be improved.
- AI_16_040:The impression is that specific feedback is given on the content of the entries. The points are specific and easy to understand. On the other hand, there is little specific feedback on medical improvement measures. I would like to see feedback on medical techniques, etc.
- AI_16_041:The feedback is limited to the content of the description, and there is little mention of day-to-day efforts. It is good that specific feedback is given on how to record the information. On the other hand, it is a pity that the feedback is limited to the content of the description, as it is not possible to grasp the content of the presentation.","AI_15_033, AI_15_034, AI_16_036, AI_16_037, AI_16_038, AI_16_040, AI_16_041"
"具体的な改善点提示の欠失","supervisor","lack of specific points for improvement","- SU_06_037:記載間違いを指摘しており、医学的知識を正しく教授している。具体的な改善案は提示されていない。
- SU_06_038:実施することは明確ではあるが、どのように改善していくかについての提案はない。
- SU_06_045:氏名が書かれており誰からフィードバックされたががわかる。具体的な改善案は明示されていない。","- SU_06_037:It points out errors in writing and correctly teaches medical knowledge. It does not provide specific suggestions for improvement.
- SU_06_038:It is clear that it will be implemented, but there are no suggestions for how to improve it.
- SU_06_045:The name is written, so you know who gave the feedback. No specific suggestions for improvement are given.","SU_06_037, SU_06_038, SU_06_045"
"具体的な記述","supervisor","specific descriptions","- SU_09_097:実際の実習中の行動に合わせた具体的なFBがされています。記載内容に必ずしも一致しない部分もあります。","- SU_09_097:The feedback is specific and based on the student's behaviour during the practical training. There are some parts that do not necessarily match the contents of the portfolio.","SU_09_097"
"具体的な評価","AI","specific evaluation","- AI_14_014:具体的に書かれている点をきちんと評価できている。良い点、改善点、頑張りましょうという励ましのサンドイッチが定型的なので、毎日そのような文章だと真剣にフィードバックを読まなくなってしまうかもと感じた。また、もしこれがchatの場合、機械っぽいなと感じてしまう。","- AI_14_014:The points that are written in detail are properly evaluated. The sandwich of good points, points for improvement, and encouragement to do your best is so formulaic that I felt that if it was like that every day, students might stop reading the feedback seriously. Also, if this was a chat, I would feel that it was too mechanical.","AI_14_014"
"内容の不整合","AI","Inconsistency of content","- AI_15_027:丁寧な雰囲気を与えるが、内容に不適当な点が多い印象。既に学生記録においておおむね達成されている点に関して、改善すべき点として言及するのは教育上適切なフィードバックとはいえない。","- AI_15_027:The impression is that it gives a polite atmosphere, but there are many inappropriate points in the content. It cannot be said that it is appropriate educational feedback to mention points that should be improved in relation to points that have already been largely achieved in the student record.","AI_15_027"
"冗長な表現","AI","Redundant expressions","- AI_23_155:やや冗長で細かな記載の要求に終始していると感じました。もちろん熟読すれば納得はしますが、学生にとってパッとみて要点がわかるフィードバックの方が嬉しいと思います。","- AI_23_155:I felt that the feedback was somewhat verbose and required detailed descriptions. Of course, if you read it carefully, you will understand, but I think that students would be happier with feedback that they can understand the main points of at a glance.","AI_23_155"
"分りやすい例示","AI","clear examples","- AI_16_036:学生の記録内容にの不足している点を明確に指摘しており、改善に役立つ内容となっている印象。具体的にどのように改善する必要があるかわかりやすく例示している点が良い。一方で診察技能に関する具体的な指摘は少なく、より具体的な指摘が欲しい。","- AI_16_036:The points that are lacking in the students' records are clearly pointed out, and the content is useful for improvement. The fact that it clearly shows how improvements need to be made is good. On the other hand, there are few specific points made about examination skills, and I would like to see more specific points.","AI_16_036"
"前置きのない改善点の指摘","AI","Pointing out areas for improvement without any introduction","- AI_18_069:一言目が学生の非を追及する言葉で、印象が怖いなと思いました。
- AI_18_071:いきなり記録の欠点を指摘するのは支援的とは言えないと思います。具体的な議論内容や手技について記載するようにアドバイスするのは良いですが、「レビー小体型認知症で反射亢進したり不随運動をきたすのか調べる」という今後の課題に対して、「具体的な機序や臨床症状の例を挙げるとよいでしょう」というアドバイスは頓珍漢だと思いました。","- AI_18_069:The first sentence was a word that pursued the student's faults, and I thought it was a scary impression.
- AI_18_071:I don't think it's supportive to point out the flaws in the record straight away. It's good to advise them to include specific details of the discussion and techniques, but I thought the advice to “give specific examples of the mechanisms and clinical symptoms” in response to the future issue of “investigating whether patients with dementia with Lewy bodies have hyperreflexia or dyskinesia” was a bit off the mark.","AI_18_069, AI_18_071"
"助言の抽象性","AI","Abstractness of advice","- AI_05_030:学生の記載内容を踏まえた上で、良い点と改善点を明確に示している。ただ助言内容はやや一般的すぎる。","- AI_05_030:The good points and areas for improvement are clearly indicated based on the student's content. However, the content of the advice is a little too general.","AI_05_030"
"動機づけに繋がる記載","supervisor","Descriptions that lead to motivation","- SU_17_057:feedback 2 の内容は医学部生の記載に関することではなく、その人の実習生活の働きぶりを評価しているよう。この内容を受け取ると、「実習中見てくれていたんだ」と思って嬉しくなる
- SU_17_065:自分の長所を褒めてもらえてモチベーションが上がる内容だった。","- SU_17_057:The content of feedback 2 is not related to the medical student's comments, but seems to be an evaluation of how they worked during their practical training. If I received this content, I would be happy to think ‘they were watching me during my practical training’.
- SU_17_065:The content was motivational, as it praised my strengths.","SU_17_057, SU_17_065"
"動機づける記述","supervisor","Motivational description","- SU_09_085:分量は少なく具体的ではないものの、勇気づけられるフィードバックだと思います
- SU_20_105:実習中の参加態度に肯定的なフィードバックがあり意欲の湧く内容と感じた。","- SU_09_085:Although it was not very long and not very specific, I think it was encouraging feedback.
- SU_20_105:I felt that the feedback was positive about the attitude of the student during the practical training, and that it was motivating content.","SU_09_085, SU_20_105"
"医学専門家の観点からの助言","supervisor","Advice from the perspective of a medical expert","- SU_14_004:病院で見た、病気の中身について具体的にフィードバックされていて、何に気をつけたら良いのかがわかりやすい。改善点がないのでどこを改善したら良いのかはわかりにくい。","- SU_14_004:The feedback is specific and gives details about the content of the illness seen in the hospital, so it is easy to understand what you need to be careful about. As there are no points for improvement, it is difficult to know where to make improvements.","SU_14_004"
"医学的な事項への助言の欠如","AI","Lack of advice on medical matters","- AI_06_049:評価基準について触れて具体的なフィードバックがなされている。臨床医としての指導コメントがあると良い。
- AI_06_051:記載についてはフィードバックがなされている。医学的な判断等については特に指摘がない。","- AI_06_049:The feedback is specific, referring to the evaluation criteria. It would be good to have some guidance comments from the clinician.
- AI_06_051:The feedback on the description is thorough. There are no particular points raised about medical judgments, etc.","AI_06_049, AI_06_051"
"医学的な事項への回答","supervisor","Answering medical questions","- SU_04_004:簡潔で分かりやすい。良い点は医学生が今後の課題に挙げていた疑問点にフィードバックで答えている点、解剖学を学ぶことが今後の手術見学に活かされることに言及し学習することを応援している態度が示されている点。改善すべき点は特になし。","- SU_04_004:It was concise and easy to understand. The good points were that the feedback answered the questions that the medical students had raised as issues for the future, and that it showed support for learning by mentioning that learning anatomy would be useful for observing surgery in the future. There were no points that needed to be improved.","SU_04_004"
